"School Name","School Code","State","City","Activation Date","Fees: Retail and Corporate Level Users","Fees: Colleague Level Members"
"HOBART AND WILLIAM SMITH COLLEGES","_002731","NY","GENEVA","02/28/2006","$6.50","$5.00"
"HOBART COLLEGE","_002731","NY","GENEVA","02/28/2006","$6.50","$5.00"
"HODGES UNIVERSITY","_030375","FL","NAPLES","03/30/2011","$6.50","$5.00"
"HOFSTRA UNIVERSITY","_002732","NY","HEMPSTEAD","01/11/2005","$6.50","$5.00"
"HOFSTRA UNIVERSITY, SCHOOL OF LAW","_002732","NY","HEMPSTEAD","01/11/2005","$6.50","$5.00"
"HOLLINS UNIVERSITY","_003715","VA","ROANOKE","08/15/2001","$6.50","$5.00"
"HOLMES COMMUNITY COLLEGE","_002408","MS","GOODMAN","09/10/2007","$6.50","$5.00"
"HOLMES JUNIOR COLLEGE","_002408","MS","GOODMAN","09/10/2007","$6.50","$5.00"
"HOLYOKE COMMUNITY COLLEGE","_002170","MA","HOLYOKE","03/24/2011","$6.50","$5.00"
"HONOLULU COMMUNITY COLLEGE","_001612","HI","HONOLULU","07/17/2009","$6.50","$5.00"
"HOOD COLLEGE","_002076","MD","FREDERICK","05/16/2005","$6.50","$5.00"
"HOOD THEOLOGICAL SEMINARY","_036633","NC","SALISBURY","01/08/2009","$6.50","$5.00"
"HOPE INTERNATIONAL UNIVERSITY","_001252","CA","FULLERTON","05/10/2010","$6.50","$5.00"
"HOPKINSVILLE COMMUNITY COLLEGE","_001994","KY","HOPKINSVILLE","05/08/2003","$6.50","$5.00"
"HORRY-GEORGETOWN TECHNICAL COLLEGE","_004925","SC","CONWAY","11/01/2004","$6.50","$5.00"
"HOSTOS COMMUNITY COLLEGE","_008611","NY","BRONX","06/27/2002","$6.50","$5.00"
